unix_timestamp,rms_acc
1477077088.040000,31.953091
1477077088.120000,31.953091
1477077088.200000,31.953091
1477077088.280000,31.953091
1477077088.360000,31.953091
1477077088.440000,31.953091
1477077088.520000,31.953091
1477077088.600000,31.953091
1477077088.680000,31.953091
1477077088.760000,31.953091
1477077088.840000,31.953091
1477077088.920000,31.953091
1477077089.000000,31.953091
1477077089.080000,31.953091
1477077089.160000,31.953091
1477077089.240000,31.953091
1477077089.320000,31.953091
1477077089.400000,31.953091
1477077089.480000,31.953091
1477077089.560000,31.953091
1477077089.640000,31.953091
1477077089.720000,31.953091
1477077089.800000,31.953091
1477077089.880000,31.953091
1477077089.960000,31.953091
1477077090.040000,31.953091
1477077090.120000,31.953091
1477077090.200000,31.953091
1477077090.280000,31.953091
1477077090.360000,31.953091
1477077090.440000,31.953091
1477077090.520000,31.953091
1477077090.600000,31.953091
1477077090.680000,31.953091
1477077090.760000,31.953091
1477077090.840000,31.953091
1477077090.920000,31.953091
1477077091.000000,31.953091
1477077091.080000,31.953091
1477077091.160000,31.953091
1477077091.240000,31.953091
1477077091.320000,31.953091
1477077091.400000,31.953091
1477077091.480000,31.953091
1477077091.560000,31.953091
1477077091.640000,31.953091
1477077091.720000,31.953091
1477077091.800000,31.953091
1477077091.880000,31.953091
1477077091.960000,31.953091
1477077092.040000,31.953091
1477077092.120000,31.953091
1477077092.200000,31.953091
1477077092.280000,31.953091
1477077092.360000,31.953091
1477077092.440000,31.953091
1477077092.520000,31.953091
1477077092.600000,31.953091
1477077092.680000,31.953091
1477077092.760000,31.953091
1477077092.840000,31.953091
1477077092.920000,31.953091
1477077093.000000,31.953091
1477077093.080000,31.953091
1477077093.160000,31.953091
1477077093.240000,32.465366
1477077093.320000,31.320920
1477077093.400000,31.953091
1477077093.480000,31.112698
1477077093.560000,31.953091
1477077093.640000,31.953091
1477077093.720000,31.780497
1477077093.800000,31.780497
1477077093.880000,31.953091
1477077093.960000,31.953091
1477077094.040000,31.953091
1477077094.120000,31.953091
1477077094.200000,31.953091
1477077094.280000,31.953091
1477077094.360000,31.953091
1477077094.440000,31.953091
1477077094.520000,31.953091
1477077094.600000,31.953091
1477077094.680000,31.953091
1477077094.760000,31.953091
1477077094.840000,31.953091
1477077094.920000,31.953091
1477077095.000000,31.953091
1477077095.080000,31.953091
1477077095.160000,31.953091
1477077095.240000,31.953091
1477077095.320000,31.953091
1477077095.400000,31.953091
1477077095.480000,31.953091
1477077095.560000,31.953091
1477077095.640000,31.953091
1477077095.720000,31.953091
1477077095.800000,31.953091
1477077095.880000,31.953091
1477077095.960000,31.953091
1477077096.040000,31.953091
1477077096.120000,31.953091
1477077096.200000,31.953091
1477077096.280000,31.953091
1477077096.360000,31.953091
