unix_timestamp,rr
1476804861.192078,0.812537
1476804862.020241,0.828163
1476804875.630239,0.828163
1476804876.380273,0.750034
1476804884.286885,0.828163
1476804885.021293,0.734409
1476804885.693199,0.671906
1476804903.272129,0.812537
1476804904.084666,0.812537
1476804904.850326,0.765660
1476804905.678489,0.828163
1476804906.444149,0.765660
1476804907.209809,0.765660
1476804908.006721,0.796911
1476804908.741129,0.734409
1476804909.584918,0.843789
1476804955.805784,0.750034
1476804956.571444,0.765660
1476804957.352729,0.781286
1476804958.212144,0.859414
1476804958.930927,0.718783
1476805023.699516,0.781286
1476805069.498487,0.453146
1476805069.920382,0.421894
1476805074.998739,0.765660
1476805075.748774,0.750034
1476805076.545685,0.796911
1476805077.233217,0.687531
1476805078.061379,0.828163
1476805078.827039,0.765660
1476805079.561448,0.734409
1476805101.718712,0.687531
1476805102.625004,0.906291
1476805103.359412,0.734409
1476805104.156324,0.796911
1476805105.000113,0.843789
1476805105.797024,0.796911
1476805106.562684,0.765660
1476805111.578539,0.906291
1476805112.359824,0.781286
1476805113.203613,0.843789
1476805114.063027,0.859414
1476805114.922442,0.859414
1476805115.766230,0.843789
1476805116.594393,0.828163
1476805117.485059,0.890666
1476805118.297596,0.812537
1476805119.110133,0.812537
1476805119.938296,0.828163
1476805120.750834,0.812537
1476805121.578996,0.828163
1476805122.438411,0.859414
1476805123.235322,0.796911
1476805124.094737,0.859414
1476805124.922899,0.828163
1476805125.719811,0.796911
1476805126.563600,0.843789
1476805127.391762,0.828163
1476805128.251177,0.859414
1476805129.110591,0.859414
1476805134.032691,0.843789
1476805134.845229,0.812537
1476805135.689017,0.843789
1476805136.470303,0.781286
1476805137.251589,0.781286
1476805147.033287,0.796911
1476805147.783321,0.750034
1476805148.611484,0.828163
1476805149.439647,0.828163
1476805150.267810,0.828163
1476805151.064721,0.796911
1476805151.908510,0.843789
1476805152.658544,0.750034
1476805153.471081,0.812537
1476805154.205490,0.734409
1476805154.939898,0.734409
1476805155.705559,0.765660
1476805156.455593,0.750034
1476805157.236879,0.781286
1476805158.065042,0.828163
1476805158.893204,0.828163
1476805159.768245,0.875040
1476805160.565156,0.796911
1476805161.424570,0.859414
1476805162.205856,0.781286
1476805163.065270,0.859414
1476805163.877808,0.812537
1476805164.784099,0.906291
1476805165.502882,0.718783
1476805166.487302,0.984420
1476805167.487348,1.000046
1476805171.503157,0.812537
1476805172.409448,0.906291
1476805173.253237,0.843789
1476805174.081400,0.828163
1476805174.909563,0.828163
1476805175.737725,0.828163
1476805176.581514,0.843789
1476805177.331548,0.750034
1476805178.206589,0.875040
1476805179.003500,0.796911
1476805179.847289,0.843789
1476805180.612949,0.765660
1476805181.472363,0.859414
1476805182.238023,0.765660
1476805183.113063,0.875040
1476805183.863097,0.750034
1476805184.691260,0.828163
1476805185.503798,0.812537
1476805186.331960,0.828163
1476805187.128872,0.796911
1476805187.910158,0.781286
1476805200.098216,0.812537
1476805200.879501,0.781286
1476805201.707664,0.828163
1476805202.551453,0.843789
1476805203.348364,0.796911
1476805204.176527,0.828163
1476805204.989064,0.812537
1476805205.785976,0.796911
1476805206.582887,0.796911
1476805207.395425,0.812537
1476805208.223588,0.828163
1476805209.067376,0.843789
1476805209.864288,0.796911
1476805210.676825,0.812537
1476805211.458111,0.781286
1476805212.270648,0.812537
1476805213.083185,0.812537
1476805213.864471,0.781286
1476805214.661382,0.796911
1476805215.442668,0.781286
1476805216.286457,0.843789
1476805217.067742,0.781286
1476805217.864654,0.796911
1476805218.661565,0.796911
1476805219.474102,0.812537
1476805220.239763,0.765660
1476805221.067925,0.828163
1476805221.880463,0.812537
1476805222.677374,0.796911
1476805223.427408,0.750034
1476805224.239946,0.812537
1476805225.068109,0.828163
1476805225.990026,0.921917
1476805226.677557,0.687531
1476805227.505720,0.828163
1476805228.365134,0.859414
1476805229.162046,0.796911
1476805230.052712,0.890666
1476805230.833997,0.781286
1476805231.709038,0.875040
1476805232.552826,0.843789
1476805233.287235,0.734409
1476805234.131023,0.843789
1476805234.943561,0.812537
1476805235.756098,0.812537
1476805236.568635,0.812537
1476805237.349921,0.781286
1476805238.146832,0.796911
1476805238.959369,0.812537
1476805239.803158,0.843789
1476805240.537567,0.734409
1476805241.303227,0.765660
1476805242.068887,0.765660
1476805242.803295,0.734409
1476805243.662710,0.859414
1476805244.428370,0.765660
1476805245.225281,0.796911
1476805251.725579,0.843789
1476805252.538116,0.812537
1476805253.366279,0.828163
1476805254.178816,0.812537
1476805255.178862,1.000046
1476805263.288608,0.828163
1476805264.069894,0.781286
1476805264.944934,0.875040
1476805265.710594,0.765660
1476805266.554383,0.843789
1476805267.226288,0.671906
1476805268.054451,0.828163
1476805268.866988,0.812537
1476805269.617023,0.750034
1476805274.414117,0.781286
1476805275.226655,0.812537
1476805276.132946,0.906291
1476805276.929857,0.796911
1476805283.742669,0.812537
1476805290.399224,0.906291
1476805291.164884,0.765660
1476805291.930544,0.765660
1476805292.743081,0.812537
1476805293.555619,0.812537
1476805294.352530,0.796911
1476805299.165250,0.843789
1476805299.946536,0.781286
1476805300.727822,0.781286
1476805301.540359,0.812537
1476805302.337270,0.796911
1476805303.165433,0.828163
1476805303.993596,0.828163
1476805304.790508,0.796911
1476805305.618671,0.828163
1476805306.415582,0.796911
1476805307.228119,0.812537
1476805308.025031,0.796911
1476805308.853194,0.828163
1476805309.681357,0.828163
1476805310.493894,0.812537
1476805311.322057,0.828163
1476805312.134594,0.812537
1476805312.962757,0.828163
1476805313.775294,0.812537
1476805314.619083,0.843789
1476805315.369117,0.750034
1476805316.259783,0.890666
1476805317.103571,0.843789
1476805317.869231,0.765660
1476805318.728646,0.859414
1476805319.541183,0.812537
1476805320.369346,0.828163
1476805321.181883,0.812537
1476805321.978795,0.796911
1476805322.838209,0.859414
1476805323.619495,0.781286
1476805324.432032,0.812537
1476805325.228943,0.796911
1476805326.057106,0.828163
1476805326.854018,0.796911
1476805327.682181,0.828163
1476805328.354086,0.671906
1476805329.291629,0.937543
1476805330.104167,0.812537
1476805330.854201,0.750034
1476805331.697989,0.843789
1476805332.494901,0.796911
1476805333.291812,0.796911
1476805334.057472,0.765660
1476805334.854384,0.796911
1476805335.682547,0.828163
1476805340.651524,0.906291
1476805341.401559,0.750034
1476805342.229722,0.828163
1476805342.979756,0.750034
1476805343.854796,0.875040
1476805344.589205,0.734409
1476805345.432993,0.843789
1476805346.323659,0.890666
1476805347.089319,0.765660
1476805347.917482,0.828163
1476805348.667516,0.750034
1476805349.605059,0.937543
1476805350.292591,0.687531
1476805351.167631,0.875040
1476805351.980168,0.812537
1476805352.792705,0.812537
1476805353.605242,0.812537
1476805354.386528,0.781286
1476805355.230317,0.843789
1476805356.042854,0.812537
1476805356.839765,0.796911
1476805357.683554,0.843789
1476805358.449214,0.765660
1476805359.277377,0.828163
1476805360.011786,0.734409
1476805360.902451,0.890666
1476805361.683737,0.781286
1476805362.527526,0.843789
1476805363.402566,0.875040
1476805366.637089,0.812537
1476805367.465252,0.828163
1476805368.355917,0.890666
1476805369.199706,0.843789
1476805369.980992,0.781286
1476805370.809155,0.828163
1476805371.559189,0.750034
1476805372.418603,0.859414
1476805373.262392,0.843789
1476805374.012426,0.750034
1476805374.840589,0.828163
1476805375.621875,0.781286
1476805376.450038,0.828163
1476805377.231324,0.781286
1476805378.043861,0.812537
1476805378.950152,0.906291
1476805379.700187,0.750034
1476805380.512724,0.812537
1476805381.387764,0.875040
1476805382.106547,0.718783
1476805382.950336,0.843789
1476805383.872253,0.921917
1476805384.637913,0.765660
1476805385.481701,0.843789
1476805386.169233,0.687531
1476805392.700782,0.843789
1476805393.482068,0.781286
1476805394.216476,0.734409
1476805395.107142,0.890666
1476805395.950931,0.843789
1476805396.732216,0.781286
1476805397.544754,0.812537
1476805398.388542,0.843789
1476805399.185454,0.796911
1476805400.029242,0.843789
1476805400.857405,0.828163
1476805401.716820,0.859414
1476805402.482480,0.765660
1476805403.326268,0.843789
1476805404.185683,0.859414
1476805404.982594,0.796911
1476805405.826383,0.843789
1476805406.654546,0.828163
1476805407.467083,0.812537
1476805408.326497,0.859414
1476805409.107783,0.781286
1476805409.920320,0.812537
1476805410.764109,0.843789
1476805411.639149,0.875040
1476805412.404809,0.765660
1476805413.217346,0.812537
1476805414.029883,0.812537
1476805414.842420,0.812537
1476805415.654958,0.812537
1476805416.483120,0.828163
1476805417.264406,0.781286
1476805418.108195,0.843789
1476805418.920732,0.812537
1476805419.764521,0.843789
1476805420.561432,0.796911
1476805421.327092,0.765660
1476805422.155255,0.828163
1476805422.874038,0.718783
1476805423.749078,0.875040
1476805424.577241,0.828163
1476805425.311650,0.734409
1476805431.124416,0.828163
1476805431.921327,0.796911
1476805432.718239,0.796911
1476805433.546402,0.828163
1476805434.343313,0.796911
1476805435.202727,0.859414
1476805436.015265,0.812537
1476805436.859053,0.843789
1476805437.624713,0.765660
1476805438.484128,0.859414
1476805439.281039,0.796911
1476805440.093576,0.812537
1476805440.999868,0.906291
1476805441.828031,0.828163
1476805442.624942,0.796911
1476805443.484356,0.859414
1476805444.281268,0.796911
1476805445.078179,0.796911
1476805445.921968,0.843789
1476805446.687628,0.765660
1476805447.484540,0.796911
1476805448.312702,0.828163
1476805449.140865,0.828163
1476805449.890900,0.750034
1476805450.734688,0.843789
1476805451.562851,0.828163
1476805456.531829,0.734409
1476805457.297489,0.765660
1476805458.172529,0.875040
1476805463.204009,0.796911
1476805464.032172,0.828163
1476805464.907212,0.875040
1476805465.704123,0.796911
1476805474.017004,0.750034
1476805474.876418,0.859414
1476805475.688956,0.812537
1476805476.501493,0.812537
1476805477.345281,0.843789
1476805478.110941,0.765660
1476805478.954730,0.843789
1476805479.767267,0.812537
1476805480.579804,0.812537
1476805481.407967,0.828163
1476805482.251756,0.843789
1476805483.079919,0.828163
1476805483.954959,0.875040
1476805484.767496,0.812537
1476805485.658162,0.890666
1476805486.486325,0.828163
1476805487.283236,0.796911
1476805488.189528,0.906291
1476805488.955188,0.765660
1476805489.845854,0.890666
1476805490.767771,0.921917
1476805491.627185,0.859414
1476805492.502225,0.875040
1476805493.299137,0.796911
1476805494.142925,0.843789
1476805495.002340,0.859414
1476805495.861754,0.859414
1476805496.705543,0.843789
1476805497.580583,0.875040
1476805498.439997,0.859414
1476805499.236908,0.796911
1476805500.002568,0.765660
1476805500.893234,0.890666
1476805501.768274,0.875040
1476805506.643497,0.765660
1476805507.502912,0.859414
1476805508.346700,0.843789
1476805509.127986,0.781286
