unix_timestamp,rms_acc
1479234307.000000,31.843367
1479234307.080000,31.843367
1479234307.160000,31.843367
1479234307.240000,30.561414
1479234307.320000,31.256999
1479234307.400000,31.843367
1479234307.480000,30.561414
1479234307.560000,31.843367
1479234307.640000,31.843367
1479234307.720000,31.160873
1479234307.800000,31.843367
1479234307.880000,31.160873
1479234307.960000,31.843367
1479234308.040000,31.843367
1479234308.120000,31.843367
1479234308.200000,31.843367
1479234308.280000,31.843367
1479234308.360000,31.843367
1479234308.440000,31.843367
1479234308.520000,31.843367
1479234308.600000,31.843367
1479234308.680000,31.843367
1479234308.760000,31.843367
1479234308.840000,31.843367
1479234308.920000,31.843367
1479234309.000000,31.256999
1479234309.080000,31.843367
1479234309.160000,31.843367
1479234309.240000,31.160873
1479234309.320000,30.757113
1479234309.400000,32.756679
1479234309.480000,30.282008
1479234309.560000,31.256999
1479234309.640000,32.542280
1479234309.720000,30.692019
1479234309.800000,31.256999
1479234309.880000,31.968735
1479234309.960000,31.256999
1479234310.040000,32.155870
1479234310.120000,31.016125
1479234310.200000,25.690465
1479234310.280000,35.665109
1479234310.360000,33.361655
1479234310.440000,32.710854
1479234310.520000,30.364453
1479234310.600000,30.364453
1479234310.680000,31.368774
1479234310.760000,31.701735
1479234310.840000,30.675723
1479234310.920000,31.368774
1479234311.000000,31.464265
1479234311.080000,30.740852
1479234311.160000,31.701735
1479234311.240000,31.080541
1479234311.320000,31.080541
1479234311.400000,31.080541
1479234311.480000,31.080541
1479234311.560000,31.080541
1479234311.640000,31.080541
1479234311.720000,31.701735
1479234311.800000,31.080541
1479234311.880000,31.080541
1479234311.960000,31.080541
1479234312.040000,31.080541
1479234312.120000,31.080541
1479234312.200000,31.080541
1479234312.280000,31.080541
1479234312.360000,31.080541
1479234312.440000,31.080541
1479234312.520000,31.080541
1479234312.600000,31.080541
1479234312.680000,31.464265
1479234312.760000,31.464265
1479234312.840000,32.078030
1479234312.920000,30.740852
1479234313.000000,31.368774
1479234313.080000,32.341923
1479234313.160000,31.670175
1479234313.240000,31.016125
1479234313.320000,30.724583
1479234313.400000,31.559468
1479234313.480000,30.805844
1479234313.560000,31.400637
1479234313.640000,30.740852
1479234313.720000,31.400637
1479234313.800000,31.400637
1479234313.880000,31.464265
1479234313.960000,30.331502
1479234314.040000,30.757113
1479234314.120000,35.142567
1479234314.200000,35.397740
1479234314.280000,29.427878
1479234314.360000,28.930952
1479234314.440000,30.886890
1479234314.520000,30.886890
1479234314.600000,30.430248
1479234314.680000,31.701735
1479234314.760000,32.062439
1479234314.840000,32.449961
1479234314.920000,31.080541
1479234315.000000,31.448370
1479234315.080000,30.757113
1479234315.160000,30.692019
1479234315.240000,32.140317
1479234315.320000,32.588341
1479234315.400000,32.140317
1479234315.480000,31.304952
1479234315.560000,31.764760
1479234315.640000,31.176915
1479234315.720000,31.764760
1479234315.800000,31.764760
1479234315.880000,30.675723
1479234315.960000,31.304952
1479234316.040000,31.272992
1479234316.120000,31.272992
1479234316.200000,31.272992
1479234316.280000,31.272992
1479234316.360000,31.764760
1479234316.440000,31.764760
1479234316.520000,31.208973
1479234316.600000,31.208973
1479234316.680000,31.208973
1479234316.760000,31.208973
1479234316.840000,31.796226
1479234316.920000,31.796226
1479234317.000000,32.372828
1479234317.080000,30.643107
1479234317.160000,30.643107
1479234317.240000,31.827661
1479234317.320000,31.208973
1479234317.400000,31.208973
1479234317.480000,31.208973
1479234317.560000,31.796226
1479234317.640000,31.796226
1479234317.720000,31.796226
1479234317.800000,31.796226
1479234317.880000,31.796226
1479234317.960000,32.341923
1479234318.040000,31.208973
1479234318.120000,31.764760
1479234318.200000,31.764760
1479234318.280000,32.341923
1479234318.360000,31.176915
1479234318.440000,31.176915
1479234318.520000,32.341923
1479234318.600000,30.610456
1479234318.680000,31.764760
1479234318.760000,31.176915
1479234318.840000,30.610456
1479234318.920000,32.341923
