unix_timestamp,rr
1479238380.108000,0.647000
1479238380.733000,0.625000
1479238381.341000,0.608000
1479238381.965000,0.624000
1479238382.601000,0.636000
1479238383.247000,0.646000
1479238383.882000,0.635000
1479238384.487000,0.605000
1479238385.074000,0.587000
1479238385.664000,0.590000
1479238386.260000,0.596000
1479238386.871000,0.611000
1479238387.476000,0.605000
1479238388.071000,0.595000
1479238388.692000,0.621000
1479238389.337000,0.645000
1479238389.948000,0.611000
1479238390.580000,0.632000
1479238391.214000,0.634000
1479238391.827000,0.613000
1479238392.427000,0.600000
1479238393.052000,0.625000
1479238393.687000,0.635000
1479238394.297000,0.610000
1479238394.887000,0.590000
1479238395.491000,0.604000
1479238396.108000,0.617000
1479238396.725000,0.617000
1479238397.330000,0.605000
1479238397.963000,0.633000
1479238398.624000,0.661000
1479238399.282000,0.658000
1479238399.917000,0.635000
1479238400.532000,0.615000
1479238401.165000,0.633000
1479238401.799000,0.634000
1479238402.411000,0.612000
1479238403.019000,0.608000
1479238403.618000,0.599000
1479238404.193000,0.575000
1479238404.776000,0.583000
1479238405.360000,0.584000
1479238405.953000,0.593000
1479238406.558000,0.605000
1479238407.153000,0.595000
1479238407.746000,0.593000
1479238408.339000,0.593000
1479238408.924000,0.585000
1479238409.505000,0.581000
1479238410.090000,0.585000
1479238410.684000,0.594000
1479238411.283000,0.599000
1479238411.871000,0.588000
1479238412.455000,0.584000
1479238413.052000,0.597000
1479238413.660000,0.608000
1479238414.269000,0.609000
1479238414.887000,0.618000
1479238415.504000,0.617000
1479238416.130000,0.626000
1479238416.737000,0.607000
1479238417.360000,0.623000
1479238417.983000,0.623000
1479238418.619000,0.636000
1479238419.259000,0.640000
1479238419.873000,0.614000
1479238420.490000,0.617000
1479238421.113000,0.623000
1479238421.750000,0.637000
1479238422.393000,0.643000
1479238423.045000,0.652000
1479238423.714000,0.669000
1479238424.366000,0.652000
1479238424.996000,0.630000
1479238425.596000,0.600000
1479238426.193000,0.597000
1479238426.831000,0.638000
1479238427.491000,0.660000
1479238428.113000,0.622000
1479238428.727000,0.614000
1479238429.366000,0.639000
1479238430.018000,0.652000
1479238430.691000,0.673000
1479238431.399000,0.708000
1479238432.103000,0.704000
1479238432.775000,0.672000
1479238433.435000,0.660000
1479238434.079000,0.644000
1479238434.712000,0.633000
1479238435.332000,0.620000
1479238435.962000,0.630000
1479238436.626000,0.664000
1479238437.305000,0.679000
1479238438.037000,0.732000
1479238438.802000,0.765000
1479238439.536000,0.734000
1479238440.233000,0.697000
1479238440.885000,0.652000
1479238441.482000,0.597000
1479238442.083000,0.601000
1479238442.710000,0.627000
1479238443.328000,0.618000
1479238443.922000,0.594000
1479238444.551000,0.629000
1479238445.227000,0.676000
1479238445.984000,0.757000
1479238446.741000,0.757000
