unix_timestamp,x,y,z
1477946073.000000,-56,13,23
1477946073.031250,-56,13,23
1477946073.062500,-62,13,21
1477946073.093750,-65,11,19
1477946073.125000,-56,14,20
1477946073.156250,-58,14,21
1477946073.187500,-59,14,20
1477946073.218750,-62,15,18
1477946073.250000,-62,15,19
1477946073.281250,-60,13,20
1477946073.312500,-60,14,20
1477946073.343750,-60,14,19
1477946073.375000,-60,14,19
1477946073.406250,-60,13,19
1477946073.437500,-60,13,20
1477946073.468750,-61,13,19
1477946073.500000,-60,13,19
1477946073.531250,-59,14,20
1477946073.562500,-59,13,20
1477946073.593750,-61,13,20
1477946073.625000,-61,13,20
1477946073.656250,-60,13,19
1477946073.687500,-60,14,19
1477946073.718750,-60,13,19
1477946073.750000,-61,13,19
1477946073.781250,-61,13,19
1477946073.812500,-61,13,19
1477946073.843750,-60,13,19
1477946073.875000,-60,13,20
1477946073.906250,-60,13,20
1477946073.937500,-60,13,20
1477946073.968750,-60,14,20
1477946074.000000,-60,14,20
1477946074.031250,-60,14,19
1477946074.062500,-61,13,19
1477946074.093750,-61,13,19
1477946074.125000,-60,14,20
1477946074.156250,-59,14,20
1477946074.187500,-59,13,21
1477946074.218750,-60,13,21
1477946074.250000,-60,14,20
1477946074.281250,-60,14,20
1477946074.312500,-60,13,20
1477946074.343750,-60,13,20
1477946074.375000,-60,13,20
1477946074.406250,-60,13,20
1477946074.437500,-60,13,19
1477946074.468750,-60,13,19
1477946074.500000,-60,13,20
1477946074.531250,-60,13,19
1477946074.562500,-60,13,19
1477946074.593750,-60,13,20
1477946074.625000,-60,14,20
1477946074.656250,-60,14,20
1477946074.687500,-60,13,20
1477946074.718750,-60,13,19
1477946074.750000,-60,13,19
1477946074.781250,-60,13,19
1477946074.812500,-60,13,19
1477946074.843750,-60,13,20
1477946074.875000,-60,13,19
1477946074.906250,-60,13,19
1477946074.937500,-60,13,19
1477946074.968750,-60,13,19
1477946075.000000,-60,13,19
1477946075.031250,-60,13,19
1477946075.062500,-60,13,19
1477946075.093750,-60,13,19
1477946075.125000,-60,13,20
1477946075.156250,-60,14,19
1477946075.187500,-60,14,19
1477946075.218750,-60,13,19
1477946075.250000,-60,13,19
1477946075.281250,-60,13,20
1477946075.312500,-60,13,19
1477946075.343750,-60,13,19
1477946075.375000,-60,13,19
1477946075.406250,-60,13,20
1477946075.437500,-60,14,20
1477946075.468750,-60,14,19
1477946075.500000,-60,13,20
1477946075.531250,-60,13,19
1477946075.562500,-60,13,19
1477946075.593750,-60,13,19
1477946075.625000,-60,13,19
1477946075.656250,-60,14,20
1477946075.687500,-60,13,19
1477946075.718750,-60,13,19
1477946075.750000,-60,14,19
1477946075.781250,-60,13,19
1477946075.812500,-60,14,19
1477946075.843750,-60,14,19
1477946075.875000,-61,13,19
1477946075.906250,-60,13,19
1477946075.937500,-60,13,19
1477946075.968750,-60,13,19
1477946076.000000,-60,13,19
1477946076.031250,-60,13,20
1477946076.062500,-60,14,19
1477946076.093750,-60,13,19
1477946076.125000,-60,13,19
1477946076.156250,-60,14,19
1477946076.187500,-60,13,19
1477946076.218750,-60,13,19
1477946076.250000,-60,13,19
1477946076.281250,-60,13,19
1477946076.312500,-60,13,19
1477946076.343750,-60,13,19
1477946076.375000,-60,13,19
1477946076.406250,-60,13,19
1477946076.437500,-60,13,19
1477946076.468750,-60,13,19
1477946076.500000,-60,13,19
1477946076.531250,-60,13,19
1477946076.562500,-61,13,19
1477946076.593750,-61,13,19
1477946076.625000,-60,13,19
1477946076.656250,-60,13,19
1477946076.687500,-60,13,19
1477946076.718750,-60,13,19
1477946076.750000,-60,13,19
1477946076.781250,-60,13,19
1477946076.812500,-61,13,19
1477946076.843750,-60,13,19
1477946076.875000,-61,13,19
1477946076.906250,-60,13,19
1477946076.937500,-60,13,19
1477946076.968750,-60,13,19
1477946077.000000,-60,13,19
1477946077.031250,-60,13,19
1477946077.062500,-61,13,19
1477946077.093750,-60,13,19
1477946077.125000,-60,13,19
1477946077.156250,-60,13,19
1477946077.187500,-60,13,19
1477946077.218750,-60,13,19
1477946077.250000,-60,13,19
1477946077.281250,-61,13,19
1477946077.312500,-60,13,19
1477946077.343750,-60,13,19
1477946077.375000,-60,13,19
1477946077.406250,-60,13,19
1477946077.437500,-61,13,19
1477946077.468750,-60,13,19
1477946077.500000,-60,13,19
1477946077.531250,-60,13,19
1477946077.562500,-60,13,19
1477946077.593750,-60,13,19
1477946077.625000,-60,13,19
1477946077.656250,-60,13,19
1477946077.687500,-60,13,19
1477946077.718750,-60,13,19
1477946077.750000,-60,13,19
1477946077.781250,-60,13,19
1477946077.812500,-60,13,19
1477946077.843750,-60,13,19
1477946077.875000,-60,13,19
1477946077.906250,-60,14,19
1477946077.937500,-60,13,19
1477946077.968750,-60,13,19
1477946078.000000,-60,13,19
1477946078.031250,-60,13,19
1477946078.062500,-60,13,19
1477946078.093750,-60,13,19
1477946078.125000,-60,13,19
1477946078.156250,-60,13,19
1477946078.187500,-60,13,19
1477946078.218750,-60,14,19
1477946078.250000,-61,13,19
1477946078.281250,-60,13,19
1477946078.312500,-60,13,19
1477946078.343750,-60,13,19
1477946078.375000,-60,13,19
1477946078.406250,-60,14,19
1477946078.437500,-60,13,19
1477946078.468750,-60,13,19
1477946078.500000,-60,13,19
1477946078.531250,-60,13,19
1477946078.562500,-60,13,19
1477946078.593750,-60,13,19
1477946078.625000,-60,13,19
1477946078.656250,-60,13,19
1477946078.687500,-60,13,19
1477946078.718750,-60,13,19
1477946078.750000,-60,13,19
1477946078.781250,-60,13,19
1477946078.812500,-60,13,19
1477946078.843750,-60,13,19
1477946078.875000,-60,13,19
1477946078.906250,-60,13,19
1477946078.937500,-61,13,19
1477946078.968750,-60,13,19
1477946079.000000,-60,13,19
1477946079.031250,-60,13,19
1477946079.062500,-60,13,19
1477946079.093750,-60,13,19
1477946079.125000,-60,13,19
1477946079.156250,-61,13,19
1477946079.187500,-60,14,19
1477946079.218750,-60,13,19
1477946079.250000,-60,13,19
1477946079.281250,-60,13,19
1477946079.312500,-60,13,19
1477946079.343750,-60,13,19
1477946079.375000,-60,13,19
1477946079.406250,-61,13,19
1477946079.437500,-60,13,19
1477946079.468750,-60,13,19
1477946079.500000,-60,13,19
1477946079.531250,-60,13,19
1477946079.562500,-60,13,19
1477946079.593750,-60,13,19
1477946079.625000,-60,13,19
1477946079.656250,-60,13,19
1477946079.687500,-60,13,19
1477946079.718750,-60,13,19
1477946079.750000,-60,13,19
1477946079.781250,-60,13,19
1477946079.812500,-60,13,19
1477946079.843750,-60,13,19
1477946079.875000,-60,13,19
1477946079.906250,-60,13,19
1477946079.937500,-60,13,19
1477946079.968750,-60,13,19
1477946080.000000,-60,13,19
1477946080.031250,-60,13,19
1477946080.062500,-60,13,19
1477946080.093750,-60,13,19
1477946080.125000,-60,13,19
1477946080.156250,-60,13,19
1477946080.187500,-60,13,19
1477946080.218750,-60,13,19
1477946080.250000,-60,13,19
1477946080.281250,-60,13,19
1477946080.312500,-60,13,19
1477946080.343750,-60,13,19
1477946080.375000,-60,13,19
1477946080.406250,-60,13,19
1477946080.437500,-60,13,19
1477946080.468750,-60,13,19
1477946080.500000,-60,13,19
1477946080.531250,-60,13,19
1477946080.562500,-60,13,19
1477946080.593750,-60,13,19
1477946080.625000,-60,13,19
1477946080.656250,-60,13,19
1477946080.687500,-61,13,19
1477946080.718750,-60,13,19
1477946080.750000,-60,13,19
1477946080.781250,-60,13,19
1477946080.812500,-60,13,19
1477946080.843750,-60,13,19
1477946080.875000,-61,13,19
1477946080.906250,-60,13,19
1477946080.937500,-60,13,19
1477946080.968750,-60,13,19
1477946081.000000,-60,13,19
1477946081.031250,-61,13,19
1477946081.062500,-61,13,19
1477946081.093750,-60,13,19
1477946081.125000,-60,13,19
1477946081.156250,-60,13,19
1477946081.187500,-60,13,19
1477946081.218750,-60,13,19
1477946081.250000,-60,13,19
1477946081.281250,-61,13,19
1477946081.312500,-60,13,19
1477946081.343750,-61,13,19
1477946081.375000,-61,13,19
1477946081.406250,-60,13,19
1477946081.437500,-60,13,19
1477946081.468750,-61,13,19
1477946081.500000,-60,13,19
1477946081.531250,-60,13,19
1477946081.562500,-60,13,19
1477946081.593750,-60,13,19
1477946081.625000,-60,13,19
1477946081.656250,-60,13,19
1477946081.687500,-60,13,19
1477946081.718750,-60,13,19
1477946081.750000,-60,13,19
1477946081.781250,-60,13,19
1477946081.812500,-60,13,19
1477946081.843750,-60,13,19
1477946081.875000,-60,13,19
1477946081.906250,-60,13,19
1477946081.937500,-60,13,19
1477946081.968750,-60,13,19
1477946082.000000,-60,13,19
1477946082.031250,-60,13,19
