unix_timestamp,rms_acc
1477946073.040000,31.638584
1477946073.120000,32.680269
1477946073.200000,28.442925
1477946073.280000,34.799425
1477946073.360000,31.400637
1477946073.440000,32.572995
1477946073.520000,31.953091
1477946073.600000,30.805844
1477946073.680000,31.144823
1477946073.760000,31.843367
1477946073.840000,31.827661
1477946073.920000,31.016125
1477946074.000000,32.264532
1477946074.080000,31.890437
1477946074.160000,31.448370
1477946074.240000,31.448370
1477946074.320000,31.843367
1477946074.400000,31.890437
1477946074.480000,30.675723
1477946074.560000,32.680269
1477946074.640000,31.112698
1477946074.720000,30.675723
1477946074.800000,31.575307
1477946074.880000,31.575307
1477946074.960000,31.144823
1477946075.040000,31.890437
1477946075.120000,31.890437
1477946075.200000,31.890437
1477946075.280000,31.464265
1477946075.360000,31.464265
1477946075.440000,31.112698
1477946075.520000,31.921779
1477946075.600000,31.112698
1477946075.680000,30.675723
1477946075.760000,31.575307
1477946075.840000,31.575307
1477946075.920000,31.575307
1477946076.000000,31.112698
1477946076.080000,31.575307
1477946076.160000,31.575307
1477946076.240000,31.575307
1477946076.320000,31.144823
1477946076.400000,31.575307
1477946076.480000,31.575307
1477946076.560000,31.575307
1477946076.640000,31.144823
1477946076.720000,31.575307
1477946076.800000,31.575307
1477946076.880000,31.575307
1477946076.960000,31.575307
1477946077.040000,31.575307
1477946077.120000,31.575307
1477946077.200000,31.575307
1477946077.280000,31.575307
1477946077.360000,31.575307
1477946077.440000,31.112698
1477946077.520000,31.112698
1477946077.600000,31.112698
1477946077.680000,31.112698
1477946077.760000,31.112698
1477946077.840000,31.112698
1477946077.920000,31.112698
1477946078.000000,31.112698
1477946078.080000,31.575307
1477946078.160000,31.575307
1477946078.240000,31.112698
1477946078.320000,31.575307
1477946078.400000,31.575307
1477946078.480000,31.575307
1477946078.560000,31.575307
1477946078.640000,31.575307
1477946078.720000,31.575307
1477946078.800000,31.575307
1477946078.880000,31.575307
1477946078.960000,31.575307
1477946079.040000,31.575307
1477946079.120000,31.575307
1477946079.200000,31.575307
1477946079.280000,31.575307
1477946079.360000,31.575307
1477946079.440000,31.575307
1477946079.520000,31.575307
1477946079.600000,31.575307
1477946079.680000,31.575307
1477946079.760000,31.575307
1477946079.840000,31.575307
1477946079.920000,31.575307
1477946080.000000,31.575307
1477946080.080000,31.575307
1477946080.160000,31.575307
1477946080.240000,31.575307
1477946080.320000,31.575307
1477946080.400000,31.575307
1477946080.480000,31.575307
1477946080.560000,31.575307
1477946080.640000,31.575307
1477946080.720000,31.575307
1477946080.800000,31.575307
1477946080.880000,31.575307
1477946080.960000,31.575307
1477946081.040000,31.575307
1477946081.120000,31.575307
1477946081.200000,31.575307
1477946081.280000,31.575307
1477946081.360000,31.112698
1477946081.440000,31.575307
1477946081.520000,31.575307
1477946081.600000,31.575307
1477946081.680000,31.575307
1477946081.760000,31.575307
1477946081.840000,31.575307
1477946081.920000,31.575307
1477946082.000000,31.575307
1477946082.080000,31.575307
1477946082.160000,31.575307
1477946082.240000,31.575307
1477946082.320000,31.575307
1477946082.400000,31.575307
1477946082.480000,31.575307
1477946082.560000,31.575307
1477946082.640000,31.575307
1477946082.720000,31.575307
1477946082.800000,31.575307
1477946082.880000,31.575307
1477946082.960000,31.575307
1477946083.040000,31.575307
1477946083.120000,31.575307
1477946083.200000,31.575307
1477946083.280000,31.575307
1477946083.360000,31.575307
1477946083.440000,31.575307
1477946083.520000,31.575307
1477946083.600000,31.575307
1477946083.680000,31.575307
1477946083.760000,31.575307
1477946083.840000,31.575307
1477946083.920000,31.575307
1477946084.000000,31.575307
1477946084.080000,31.575307
1477946084.160000,31.575307
1477946084.240000,31.575307
1477946084.320000,31.575307
1477946084.400000,31.575307
1477946084.480000,31.575307
1477946084.560000,31.575307
1477946084.640000,31.575307
1477946084.720000,31.575307
1477946084.800000,31.575307
1477946084.880000,31.575307
1477946084.960000,31.575307
1477946085.040000,31.575307
1477946085.120000,31.575307
1477946085.200000,31.575307
1477946085.280000,31.575307
1477946085.360000,31.575307
1477946085.440000,31.144823
1477946085.520000,32.341923
1477946085.600000,31.144823
1477946085.680000,31.921779
1477946085.760000,31.575307
1477946085.840000,31.575307
1477946085.920000,31.575307
1477946086.000000,31.575307
1477946086.080000,31.575307
1477946086.160000,31.575307
1477946086.240000,31.575307
