unix_timestamp,rms_acc
1478799176.040000,32.186954
1478799176.120000,32.186954
1478799176.200000,33.555923
1478799176.280000,31.384710
1478799176.360000,31.968735
1478799176.440000,32.756679
1478799176.520000,31.384710
1478799176.600000,31.384710
1478799176.680000,32.186954
1478799176.760000,32.186954
1478799176.840000,32.186954
1478799176.920000,32.186954
1478799177.000000,32.186954
1478799177.080000,32.186954
1478799177.160000,32.186954
1478799177.240000,32.186954
1478799177.320000,32.186954
1478799177.400000,32.186954
1478799177.480000,32.186954
1478799177.560000,32.186954
1478799177.640000,32.186954
1478799177.720000,32.186954
1478799177.800000,32.186954
1478799177.880000,32.186954
1478799177.960000,31.384710
1478799178.040000,32.186954
1478799178.120000,32.186954
1478799178.200000,31.384710
1478799178.280000,32.186954
1478799178.360000,32.186954
1478799178.440000,32.186954
1478799178.520000,32.186954
1478799178.600000,32.186954
1478799178.680000,32.186954
1478799178.760000,32.186954
1478799178.840000,32.186954
1478799178.920000,32.186954
1478799179.000000,32.186954
1478799179.080000,32.186954
1478799179.160000,32.186954
1478799179.240000,32.186954
1478799179.320000,32.186954
1478799179.400000,32.186954
1478799179.480000,32.186954
1478799179.560000,32.186954
1478799179.640000,32.186954
1478799179.720000,32.186954
1478799179.800000,32.186954
1478799179.880000,32.186954
1478799179.960000,32.186954
1478799180.040000,32.186954
1478799180.120000,32.186954
1478799180.200000,32.186954
1478799180.280000,32.186954
1478799180.360000,32.186954
1478799180.440000,32.186954
1478799180.520000,32.186954
1478799180.600000,32.186954
1478799180.680000,32.186954
1478799180.760000,32.186954
1478799180.840000,32.186954
1478799180.920000,32.186954
1478799181.000000,32.186954
1478799181.080000,32.186954
1478799181.160000,32.186954
1478799181.240000,32.186954
1478799181.320000,32.186954
1478799181.400000,32.186954
1478799181.480000,32.186954
1478799181.560000,32.186954
1478799181.640000,32.186954
1478799181.720000,32.186954
1478799181.800000,32.186954
1478799181.880000,32.186954
1478799181.960000,32.186954
1478799182.040000,32.186954
1478799182.120000,32.186954
1478799182.200000,32.186954
1478799182.280000,32.186954
1478799182.360000,32.186954
1478799182.440000,32.186954
1478799182.520000,32.186954
1478799182.600000,32.186954
1478799182.680000,31.638584
1478799182.760000,31.638584
1478799182.840000,31.638584
1478799182.920000,32.186954
1478799183.000000,32.465366
1478799183.080000,31.112698
1478799183.160000,32.465366
1478799183.240000,32.465366
1478799183.320000,32.465366
1478799183.400000,31.112698
1478799183.480000,31.112698
1478799183.560000,31.320920
1478799183.640000,32.465366
1478799183.720000,31.320920
1478799183.800000,32.664966
1478799183.880000,31.843367
1478799183.960000,31.320920
1478799184.040000,32.664966
1478799184.120000,31.112698
1478799184.200000,32.155870
1478799184.280000,31.843367
1478799184.360000,31.320920
1478799184.440000,32.664966
1478799184.520000,31.638584
1478799184.600000,31.843367
1478799184.680000,32.186954
1478799184.760000,31.638584
1478799184.840000,32.186954
1478799184.920000,32.186954
1478799185.000000,31.384710
1478799185.080000,32.186954
1478799185.160000,30.822070
1478799185.240000,33.000000
1478799185.320000,32.186954
1478799185.400000,31.638584
1478799185.480000,32.186954
1478799185.560000,31.638584
1478799185.640000,32.186954
1478799185.720000,32.186954
1478799185.800000,32.186954
1478799185.880000,32.186954
1478799185.960000,30.822070
1478799186.040000,33.000000
1478799186.120000,30.822070
1478799186.200000,32.186954
1478799186.280000,32.186954
1478799186.360000,32.186954
1478799186.440000,32.186954
1478799186.520000,32.186954
1478799186.600000,32.465366
1478799186.680000,30.935417
1478799186.760000,31.112698
1478799186.840000,32.465366
1478799186.920000,31.638584
1478799187.000000,31.638584
1478799187.080000,32.186954
1478799187.160000,35.014283
1478799187.240000,31.638584
1478799187.320000,26.115130
1478799187.400000,34.336569
1478799187.480000,34.014703
1478799187.560000,30.822070
1478799187.640000,32.954514
1478799187.720000,29.832868
1478799187.800000,31.112698
1478799187.880000,33.719431
1478799187.960000,33.136083
1478799188.040000,29.580399
1478799188.120000,31.144823
1478799188.200000,31.527766
1478799188.280000,30.935417
1478799188.360000,30.935417
1478799188.440000,33.823069
1478799188.520000,31.638584
1478799188.600000,30.610456
1478799188.680000,31.780497
1478799188.760000,32.832910
1478799188.840000,33.000000
1478799188.920000,31.638584
1478799189.000000,31.464265
1478799189.080000,32.186954
1478799189.160000,31.638584
1478799189.240000,32.186954
1478799189.320000,32.186954
1478799189.400000,32.186954
1478799189.480000,32.186954
1478799189.560000,32.186954
1478799189.640000,32.186954
1478799189.720000,32.186954
1478799189.800000,32.186954
1478799189.880000,32.186954
1478799189.960000,32.186954
1478799190.040000,32.186954
1478799190.120000,32.186954
1478799190.200000,32.186954
1478799190.280000,32.186954
1478799190.360000,32.186954
1478799190.440000,32.186954
1478799190.520000,32.186954
1478799190.600000,32.186954
1478799190.680000,32.186954
1478799190.760000,32.186954
1478799190.840000,31.638584
1478799190.920000,32.186954
1478799191.000000,31.638584
1478799191.080000,31.638584
1478799191.160000,31.638584
1478799191.240000,32.186954
1478799191.320000,31.638584
1478799191.400000,31.638584
1478799191.480000,31.638584
1478799191.560000,31.638584
1478799191.640000,31.638584
1478799191.720000,31.638584
